cluster,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
0.0,0.4292010381745431,0.7897008759597707,-6.922027360224938,0.07146447496485346,0.09624248323996971,0.18110635179301396,0.4162089401968206,138.20999102411594
1.0,0.483545707950586,0.3473640027452223,-12.63987825995143,0.04468566149297856,0.6747774483581459,0.030893457332910993,0.43994213916165137,111.60850332594235
2.0,0.6683408086115205,0.6824654321778688,-8.463364195553277,0.0565355545588518,0.23045377964823477,0.06353672128532069,0.7525307105785866,116.23785961427564
3.0,0.356303820754717,0.2310701783018868,-19.257008726415094,0.04723040094339623,0.7945041038160378,0.7659016805731133,0.2638168608490566,107.47037712264151
4.0,0.6842008620689655,0.6331606379310344,-8.690891379310344,0.35032284482758624,0.2804058899137931,0.029231298702586204,0.575115775862069,118.1439823275862
