year,track,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
1980's,One Thing Leads To Another,The Fixx,0.789,0.945,-5.219,0.0482,0.198,3.11e-06,0.965,136.745
1980's,Still A Thrill,Jody Watley,0.84,0.458,-13.245,0.062,0.151,0.25,0.968,109.924
1980's,Get Funky (Long Club Adub),Royal House,0.774,0.988,-2.305,0.135,0.0868,0.778,0.588,122.517
1980's,You Don't Believe,The Alan Parsons Project,0.667,0.633,-10.836,0.0313,0.0683,4.12e-05,0.574,122.827
1980's,Medley,Stars On 45,0.647,0.818,-6.174,0.051,0.155,8.18e-06,0.908,122.552
1980's,A Rock And A Hard Place,Sisters of Mercy,0.676,0.94,-14.304,0.0411,0.00785,0.228,0.814,133.734
1980's,All-Boy All-Girl,Arthur Russell,0.768,0.191,-19.233,0.046,0.2,0.207,0.439,138.798
1980's,Right Next Door (Because Of Me),The Robert Cray Band,0.748,0.635,-8.412,0.0533,0.21,0.000824,0.727,87.533
1980's,No Reason,Matthew Young,0.415,0.0779,-33.337,0.0503,0.967,0.813,0.971,107.815
1980's,New Romance (It's A Mystery),Spider,0.608,0.671,-12.549,0.0358,0.126,1.31e-06,0.76,133.894
1980's,Tonight,The Whispers,0.802,0.672,-9.419,0.0562,0.00185,0.0508,0.686,114.358
1980's,Foolish Heart,Sharon Bryant,0.642,0.419,-12.609,0.0316,0.481,0,0.755,95.6
1980's,The Peoples Message Take Two,Terry Lewis and Wild Flower,0.69,0.745,-12.131,0.0679,0.135,0,0.927,109.526
1980's,I Miss You,Klymaxx,0.553,0.345,-18.267,0.0342,0.499,0,0.305,139.562
1980's,Abadabadango,Kim Carnes,0.627,0.936,-7.935,0.0406,0.126,0,0.818,127.945
1980's,Take The Long Way Home,Supertramp,0.414,0.7,-8.838,0.0301,0.22,0.000721,0.37,76.79
1980's,Last Call,Skinny Puppy,0.632,0.807,-11.981,0.051,0.0458,0.249,0.795,107.11
1980's,Inside Outside,The Cover Girls,0.375,0.921,-5.387,0.239,0.0012,0.00509,0.455,121.208
1980's,King Of Suede,"""Weird Al"" Yankovic",0.78,0.808,-10.056,0.0382,0.271,0,0.569,128.505
1980's,King of Hearts,Lucinda Williams,0.458,0.303,-17.653,0.0375,0.335,0,0.449,145.653
1980's,Get It Girl,2 LIVE CREW,0.882,0.6,-13.33,0.156,0.00835,1.1e-05,0.427,124.597
1980's,A Rafael de León,Carlos Cano,0.382,0.308,-9.938,0.0389,0.96,5.57e-05,0.323,93.252
1980's,Electric Blue,Icehouse,0.688,0.909,-4.756,0.0354,0.0608,1.97e-06,0.641,109.673
1980's,Cuando Sale la Luna,José Alfredo Jimenez,0.472,0.172,-18.132,0.0449,0.809,0,0.504,106.875
1980's,Countryfied Inner City Blues,The Suicide Twins,0.668,0.631,-13.6,0.0472,0.23,2.89e-06,0.694,113.814
1980's,Lay It Down,Ratt,0.442,0.759,-13.475,0.0354,0.000402,0.0081,0.279,198.117
1980's,(Between A) Rock And A Hard Place,Cutting Crew,0.615,0.845,-9.943,0.0393,0.0928,2.77e-05,0.585,117.444
1980's,Si j'étais président,Gerard Lenorman,0.543,0.683,-8.068,0.23,0.444,0,0.891,106.531
1980's,Everything I Need,Men At Work,0.743,0.622,-11.256,0.0275,0.129,0.00792,0.962,129.61
1980's,Living In A Dream,Pseudo Echo,0.541,0.874,-5.128,0.0481,3.59e-05,0.00621,0.775,129.045
1980's,The Heart Is Not So Smart,El DeBarge With DeBarge,0.702,0.491,-13.677,0.0332,0.542,5.92e-05,0.687,95.288
1980's,North By North,The Bats,0.439,0.836,-11.718,0.0543,0.038,0.201,0.887,132.46
1980's,Two Oldtimers,Moebius,0.34,0.28,-14.929,0.0355,0.774,0.669,0.0711,174.065
1980's,My Prayer,"Ray, Goodman & Brown",0.493,0.526,-10.992,0.0295,0.398,1.61e-05,0.314,106.885
1980's,When She Was My Girl,Four Tops,0.696,0.593,-10.283,0.0399,0.203,0.00219,0.778,100.346
1980's,Sunset Grill,Don Henley,0.557,0.577,-12.175,0.027,0.0796,2.31e-05,0.445,91.877
1980's,Tough All Over,John Cafferty & The Beaver Brown Band,0.609,0.799,-10.352,0.0349,0.0188,1.01e-05,0.505,132.961
1980's,I Was Looking For Someone To Love,Leif Garrett,0.472,0.317,-16.294,0.0372,0.0693,1.34e-05,0.137,140.842
1980's,I Wanna Rock - Live,Junkyard Band,0.593,0.686,-7.608,0.4,0.358,0.000127,0.383,178.368
1980's,Run To Me,Savoy Brown,0.597,0.517,-11.555,0.0271,0.299,6.21e-06,0.362,97.795
1980's,9 To 5,Dolly Parton,0.554,0.783,-5.852,0.0457,0.416,1.54e-06,0.813,105.39
1980's,"Symphonie ""Mathis der Maler"": 1. Engelkonzert",Paul Hindemith,0.254,0.0807,-21.713,0.0428,0.906,0.918,0.0471,112.522
1980's,Lyrics Of Fury,Eric B. & Rakim,0.815,0.8,-15.051,0.167,0.492,0,0.89,106.064
1980's,It's My Thing,EPMD,0.795,0.709,-6.326,0.315,0.216,8.03e-06,0.804,102.585
1980's,China,Red Rockers,0.432,0.728,-7.19,0.041,0.00172,1.9e-05,0.666,147.783
1980's,Downtown Train,Rod Stewart,0.527,0.584,-7.965,0.0314,0.0878,0.000103,0.271,114.941
1980's,Das Eis bricht,Roedelius,0.323,0.14,-18.132,0.0411,0.994,0.903,0.0745,68.569
1980's,Margin Walker,Fugazi,0.24,0.989,-4.304,0.142,0.0118,0.737,0.285,146.438
1980's,Go Down Easy,Dan Fogelberg,0.636,0.257,-16.584,0.0326,0.435,4.86e-06,0.572,73.359
1980's,Godstar,Psychic TV,0.614,0.818,-7.249,0.0373,0.208,0.00068,0.633,122.312
1980's,Playing To Win,Little River Band,0.654,0.948,-5.273,0.102,0.249,0,0.848,130.557
1980's,A Little Good News,Anne Murray,0.609,0.471,-8.115,0.036,0.558,0,0.546,71.217
1980's,If Looks Could Kill,Player,0.651,0.706,-7.411,0.0363,0.0154,0,0.704,121.839
1980's,Tell It Like It Is,Heart,0.306,0.422,-13.578,0.0345,0.0387,1.1e-06,0.671,201.042
1980's,Deutschland,Slime,0.323,0.966,-5.773,0.0895,0.00949,0.000613,0.489,110.68
1980's,Zindagi Jab Bhi,Talat Aziz,0.604,0.497,-6.933,0.0267,0.748,0,0.549,95.008
1980's,Pongamos Que Hablo de Madrid,Joaquín Sabina,0.512,0.397,-15.918,0.0458,0.207,0.000193,0.532,158.145
1980's,Respect Yourself,Bruce Willis,0.726,0.739,-7.115,0.033,0.0725,1.48e-05,0.539,118.836
1980's,He Wants My Body,Starpoint,0.695,0.927,-10.4,0.0499,0.277,0.331,0.944,116.145
1980's,"Piano Concerto No. 2 in F Major, Op. 102: II. Andante",Dmitri Shostakovich,0.155,0.00395,-39.307,0.0413,0.985,0.875,0.0478,176.976
1980's,Lear,Pauline Oliveros,0.116,0.0179,-32.948,0.0462,0.97,0.969,0.0347,71.498
1980's,The Point,Hal Singer,0.551,0.129,-19.657,0.0384,0.869,0.882,0.421,93.927
1980's,Little Too Late,Pat Benatar,0.574,0.755,-3.051,0.0597,0.192,1.06e-06,0.918,134.996
1980's,The Way He Makes Me Feel,Barbra Streisand,0.202,0.197,-15.961,0.0398,0.829,4.8e-05,0.0894,89.19
1980's,Some Kind Of Stranger,Sisters of Mercy,0.414,0.516,-11.418,0.0377,0.0103,0.0286,0.189,127.904
1980's,Somebody Like You,Robbie Nevil,0.77,0.498,-14.117,0.0345,0.196,0.000972,0.949,116.304
1980's,The Truth Is Lyin' Next to You,Randy Travis,0.454,0.228,-17.555,0.0295,0.402,0,0.484,173.603
1980's,The Woman In You,Bee Gees,0.809,0.491,-16.846,0.035,0.114,5.82e-06,0.976,131.134
1980's,Theme from The Fog,John Carpenter,0.542,0.464,-14.39,0.0379,0.174,0.886,0.0353,123.05
1980's,Otis In The Dark,Otis Spann,0.406,0.481,-13.922,0.0305,0.986,0.893,0.584,116.393
1980's,Flesh For Fantasy,Billy Idol,0.66,0.751,-6.333,0.108,0.131,0.000196,0.563,94.491
1980's,Por Ti,Oscar Chavez,0.658,0.4,-10.459,0.0333,0.797,4.81e-05,0.517,110.102
1980's,Games Without Frontiers,Peter Gabriel,0.738,0.717,-9.623,0.0545,0.326,3.79e-05,0.915,95.949
1980's,Blaze Of Glory,Kenny Rogers,0.589,0.445,-11.557,0.0895,0.269,0,0.671,177.665
1980's,Fourteen,Beat Happening,0.37,0.436,-14.265,0.0886,0.0198,0.00556,0.681,149.502
1980's,Linda História de Amor,Um Toque a Mais,0.602,0.311,-20.473,0.0418,0.173,0,0.824,81.385
1980's,Don't Stop The Music,Yarbrough & Peoples,0.829,0.71,-8.736,0.0415,0.115,0.145,0.949,98.293
1980's,Can You Feel It,Mr. Fingers,0.654,0.605,-10.795,0.0494,0.212,0.925,0.708,112.177
1980's,Forever Man,Eric Clapton,0.642,0.899,-6.032,0.0413,0.204,0.00756,0.784,111.158
1980's,Elle a les yeux revolver,Marc Lavoine,0.577,0.273,-16.428,0.0499,0.496,0,0.547,79.995
1980's,Wake Me Up Before You Go-Go,Wham!,0.62,0.574,-11.893,0.0421,0.272,0,0.9,81.548
1980's,Baltic Ice: Breaker,bel canto,0.522,0.315,-16.892,0.0311,0.898,0.639,0.216,99.334
1980's,"Broken Home, Broken Heart",Hüsker Dü,0.354,0.987,-10.938,0.0632,0.00054,9.22e-05,0.223,117.112
1980's,Just When I Needed You,The Bluegrass Album Band,0.551,0.487,-11.524,0.0328,0.622,0.000587,0.909,105.412
1980's,Finish What Ya Started,Van Halen,0.779,0.799,-14.766,0.0341,0.55,0.000404,0.964,125.148
1980's,I Like You,Phyllis Nelson,0.679,0.723,-8.311,0.0382,0.0338,1.46e-05,0.773,121.475
1980's,Jones Vs. Jones,Kool & The Gang,0.71,0.414,-15.575,0.0461,0.404,0.000141,0.807,92.959
1980's,You May See Me Walkin',Ricky Skaggs,0.713,0.456,-9.483,0.029,0.12,0.000177,0.941,129.913
1980's,Luz do Repente,Jovelina Perola Negra,0.746,0.877,-3.664,0.111,0.286,0,0.885,109.085
1980's,So Bad,Paul McCartney,0.675,0.306,-14.007,0.0269,0.404,3.69e-06,0.564,87.945
1980's,Naughty Naughty,John Parr,0.644,0.645,-7.777,0.0363,0.00778,1.29e-06,0.894,113.607
1980's,Cool Change,Little River Band,0.388,0.368,-10.984,0.0289,0.319,2.02e-06,0.175,128.527
1980's,Key To The City,Tony MacAlpine,0.181,0.744,-10.857,0.056,0.052,0.908,0.3,139.937
1980's,Symphony No. 9 op. 128.1: IV. Lento,Malcolm Arnold,0.15,0.00716,-29.165,0.053,0.844,0.661,0.0301,65.93
1980's,"(you're So Square) Baby, I Don't Care",Joni Mitchell,0.39,0.618,-12.351,0.0405,0.181,0.00192,0.615,171.767
1980's,Ebony Eyes,Rick James And Smokey Robinson,0.522,0.536,-7.132,0.026,0.147,0,0.441,140.311
1980's,Lucky,Eye To Eye,0.655,0.79,-7.384,0.0482,0.12,0.000775,0.721,145.938
1980's,Left In The Dark,Barbra Streisand,0.428,0.273,-20.813,0.0444,0.693,0,0.256,122.292
1980's,Laguna Nueva,Aries Vigoth,0.61,0.507,-9.531,0.0458,0.215,0,0.923,176.786
1980's,Yo Te Necesito,Los Bukis,0.432,0.643,-9.168,0.0533,0.281,0,0.773,181.519
1980's,Zombie Dance - Remastered,The Cramps,0.524,0.883,-8.274,0.0919,6.6e-05,0.885,0.594,108.284
1980's,Justice Prevails,Further Seems Forever,0.347,0.829,-4.587,0.0658,0.00648,0.000191,0.252,125.93
1980's,You're So Easy To Love,Tommy James,0.576,0.53,-11.317,0.0372,0.0389,0,0.933,120.277
1980's,Betty And Dupree's Blues,Sonny Terry,0.377,0.142,-15.266,0.0345,0.783,0.000723,0.481,80.082
1980's,My Romance - Rudy Van Gelder Remaster,Gene Ammons,0.464,0.0059,-22.41,0.0608,0.945,0.904,0.297,95.18
1980's,Pop Song,Lio,0.666,0.736,-7.512,0.0352,0.0572,0.00556,0.872,101.11
1980's,Save Me,Brighton Rock,0.497,0.812,-14.401,0.0464,0.0272,0.00115,0.305,136.373
1980's,Dance,Ratt,0.559,0.903,-9.5,0.0467,0.00151,0.0163,0.741,128.946
1980's,That's What Love Is All About,Michael Bolton,0.527,0.273,-15.253,0.0378,0.792,2.45e-05,0.17,121.79
1980's,Etikette tötet,Slime,0.209,0.957,-5.23,0.233,0.0016,0.00246,0.333,153.451
1980's,Magical Dream,808 State,0.603,0.875,-12.401,0.0567,0.0752,0.89,0.273,120.254
1980's,Let's Work,Mick Jagger,0.584,0.983,-5.202,0.0605,0.0346,0.447,0.552,117.349
1980's,Great Heart,Johnny Clegg,0.688,0.518,-16.707,0.0346,0.199,1.76e-06,0.914,121.243
1980's,Enamorada,José Guardiola,0.539,0.396,-7.551,0.0291,0.298,1.33e-06,0.452,109.96
1980's,Last Farewell,Death In June,0.176,0.31,-12.961,0.0525,0.708,0.974,0.0522,179.744
1980's,(Sittin' On) The Dock Of The Bay,The Reddings,0.724,0.585,-6.739,0.03,0.0582,0.00285,0.471,104.761
1980's,Hollywood,Shooting Star,0.384,0.496,-8.923,0.0299,0.0917,4.52e-06,0.213,97.83
1980's,One,Bee Gees,0.682,0.615,-12.839,0.0353,0.279,0.0414,0.958,109.047
1980's,A Cry Is Heard,Demolition Man,0.665,0.595,-9.548,0.162,0.529,0,0.671,76.741
1980's,Lovin' The Night Away,The Dillman Band,0.365,0.609,-9.315,0.0331,0.429,1.89e-06,0.566,84.645
1980's,On The Road Again,Willie Nelson,0.714,0.724,-8.488,0.042,0.55,0.101,0.802,111.173
1980's,Canvas Home,Arthur Russell,0.313,0.289,-20.774,0.0474,0.257,0.131,0.424,148.52
1980's,Miss Sun,Boz Scaggs,0.739,0.45,-15.091,0.0299,0.173,0.0868,0.705,103.684
1980's,Two Steps Ahead (A),Andy Clark,0.766,0.689,-13.28,0.0449,0.124,0.853,0.703,118.206
1980's,(Angel On My Mind) That's Why I'm Walkin',Ricky Skaggs,0.589,0.45,-9.38,0.0249,0.2,0.00025,0.459,99.95
1980's,Blind Hearts,Clan of Xymox,0.538,0.803,-9.98,0.0386,0.00253,0.598,0.429,126.165
1980's,I'm So Glad I'm Standing Here Today,The Crusaders With Joe Cocker,0.454,0.497,-7.034,0.0499,0.335,9.26e-06,0.418,139.063
1980's,Outside My Window,Stevie Wonder,0.717,0.53,-16.112,0.0375,0.812,0.000186,0.711,114.405
1980's,Bang The Drum All Day,Todd Rundgren,0.639,0.752,-12.454,0.0451,0.541,0,0.966,143.086
1980's,Footloose,Kenny Loggins,0.546,0.895,-7.189,0.0579,0.0819,1.42e-05,0.494,174.089
1980's,Labour Blues - Live,Louisiana Red,0.46,0.556,-10.499,0.0423,0.827,0.0168,0.72,150.602
1980's,Let's Kiss,Beat Happening,0.612,0.617,-10.838,0.0569,0.89,0.00185,0.901,157.143
1980's,La Gata Bajo la Lluvia,Rocío Dúrcal,0.499,0.648,-5.812,0.0331,0.723,0,0.464,88.14
1980's,Play The Game,Queen,0.382,0.698,-5.772,0.0321,0.337,0,0.277,78.5
1980's,Thunder In Rock,Fist,0.462,0.788,-5.705,0.0335,0.0112,5.62e-05,0.688,90.229
1980's,All Those Years Ago,George Harrison,0.555,0.639,-6.832,0.033,0.137,1.98e-05,0.518,125.77
1980's,What Kind Of Fool Am I,Rick Springfield,0.611,0.453,-11.383,0.0434,0.483,0,0.321,118.921
1980's,Hello Again,The Cars,0.861,0.834,-7.626,0.0464,0.218,0.0264,0.914,129.109
1980's,On A Carousel,Glass Moon,0.439,0.487,-11.097,0.039,0.144,0.000113,0.615,119.135
1980's,Amor de Medianoche,Luis Enrique,0.548,0.546,-10.971,0.0457,0.54,4.25e-05,0.831,103.736
1980's,I Can't Stop (Holding On),The Cleaners From Venus,0.585,0.771,-5.247,0.0315,0.0574,0.814,0.46,136.096
1980's,Sweet Misery Blues,Violent Femmes,0.512,0.475,-13.688,0.0405,0.316,0,0.409,111.107
1980's,Addicted To Love,Robert Palmer,0.702,0.578,-13.415,0.031,0.382,5.89e-06,0.975,111.617
1980's,Too Hot,Kool & The Gang,0.719,0.515,-11.168,0.113,0.362,1.95e-06,0.697,104.935
1980's,Always There For You,Stryper,0.539,0.727,-9.945,0.0313,0.00269,5.39e-05,0.577,117.577
1980's,"Rapper's Delight - 7"" Single Version",The Sugarhill Gang,0.905,0.692,-14.143,0.199,0.22,0,0.943,111.292
1980's,John Henry,Pink Anderson,0.567,0.295,-14.359,0.0394,0.989,0.612,0.313,130.333
1980's,Notorious,Duran Duran,0.815,0.626,-13.406,0.0553,0.504,1.41e-06,0.825,106.47
1980's,Románticos Al Rescate,Luis Enrique,0.813,0.845,-3.932,0.0432,0.202,0,0.913,87.407
1980's,Is My Living in Vain? / You Brought the Sunshine / Hallelujah (Medley),The Clark Sisters,0.429,0.711,-14.252,0.0883,0.0136,0.0295,0.484,127.078
1980's,Aisi Lagi Lagan,Anup Jalota,0.622,0.525,-10.969,0.0478,0.826,0,0.54,130.024
1980's,Cuando Cuando,Tito Rodriguez,0.585,0.7,-7.064,0.0422,0.534,1.03e-05,0.654,103.78
1980's,The Lochs Of Dread,Strength In Numbers,0.547,0.284,-17.762,0.111,0.7,0.831,0.768,96.511
1980's,Raça Brasileira,Elaine Machado,0.549,0.592,-6.817,0.0469,0.681,0,0.819,149.319
1980's,The Man Of My Dreams - Somewhere In Time/Soundtrack Version,John Barry,0.193,0.189,-19.938,0.0424,0.279,0.787,0.0908,82.201
1980's,Karlsquell,Slime,0.421,0.989,-5.624,0.0828,0.00038,0.00168,0.297,114.02
1980's,See-Through,Arthur Russell,0.312,0.334,-17.203,0.0989,0.78,0.128,0.306,75.879
1980's,Bringin' On The Heartbreak,Def Leppard,0.329,0.676,-9.036,0.0324,0.0366,0,0.529,78.217
1980's,"Gyrlz, They Love Me",Heavy D & The Boyz,0.862,0.358,-16.5,0.311,0.000401,4.13e-06,0.554,94.015
1980's,Roof Fight,Danny Elfman,0.283,0.29,-20.951,0.0547,0.386,0.689,0.107,104.002
1980's,Broken Wings,Mr. Mister,0.286,0.5,-14.281,0.0357,0.134,4.57e-05,0.443,99.162
1980's,To The Listeners,Eric B. & Rakim,0.759,0.516,-10.791,0.322,0.132,1.03e-05,0.828,93.435
1980's,Take Me Home,Phil Collins,0.62,0.807,-7.753,0.0548,0.471,0.108,0.579,118.796
1980's,Marilyn on a Train (1982),The Cleaners From Venus,0.67,0.883,-7.381,0.041,0.00385,0.00047,0.935,92.465
1980's,The Old Country,Keith Jarrett Trio,0.365,0.443,-20.555,0.0863,0.38,0.0562,0.346,85.285
1980's,Kasme Vaade Nibhayenge Hum - Part I - Kasme Vaade / Soundtrack Version,Kishore Kumar,0.519,0.554,-7.498,0.0322,0.63,8.81e-06,0.634,134.497
1980's,Make That Move,Shalamar,0.788,0.685,-7.806,0.103,0.0354,0.000891,0.753,116.947
1980's,Upside Down,Diana Ross,0.873,0.855,-8.559,0.0615,0.178,0.0282,0.884,107.868
1980's,I Ain't Goin',Doctor Ice,0.91,0.62,-12.768,0.369,0.0831,0,0.883,103.105
1980's,The Message,Grandmaster Flash,0.932,0.786,-8.025,0.196,0.0397,2.87e-06,0.755,100.365
1980's,Turned Away,Chuckii Booker,0.434,0.833,-9.018,0.048,0.0865,0.0486,0.786,189.645
1980's,Family Circle (B1),Andy Clark,0.694,0.274,-14.032,0.0636,0.0508,0.924,0.967,152.569
1980's,Highlife,Gyedu-Blay Ambolley,0.84,0.727,-11.973,0.0519,0.383,0.19,0.863,124.528
1980's,Volcano,Jimmy Buffett,0.652,0.474,-14.436,0.204,0.332,1.03e-06,0.88,176.966
1980's,Once In A Lifetime,Talking Heads,0.644,0.919,-6.289,0.0561,0.181,0.134,0.871,117.459
1980's,Heaven Is A Place On Earth,Belinda Carlisle,0.64,0.81,-10.19,0.033,0.031,2.22e-06,0.804,122.868
1980's,Dance Hall Clash - Brakedown,Tenor Fly,0.928,0.677,-14.279,0.0803,0.062,0,0.835,101.475
1980's,Falsa Moneda,Carlos Cano,0.427,0.103,-15.731,0.0403,0.544,3.82e-06,0.286,111.891
1980's,Little Fury Things,Dinosaur Jr.,0.211,0.951,-4.169,0.0973,0.069,0.0292,0.396,128.374
1980's,And the Same,Fugazi,0.387,0.875,-5.144,0.0536,0.0027,0.41,0.77,133.35
1980's,One Step Closer,The Doobie Brothers,0.663,0.552,-8.82,0.0342,0.403,0,0.773,131.249
1980's,Corona,Minutemen,0.47,0.913,-10.196,0.0343,6.59e-05,0.267,0.977,130.425
1980's,Between the Lines,Flamin' Groovies,0.48,0.843,-9.133,0.0392,0.000232,0.0936,0.608,137.48
1980's,Promiscuity,Boytronic,0.587,0.783,-12.003,0.0341,0.00275,0.0227,0.939,133.693
1980's,אלינור,Zohar Argov,0.497,0.671,-14.335,0.0699,0.235,0.0791,0.467,103.147
1980's,Glassworks: IV. Rubric,Philip Glass,0.542,0.566,-11.721,0.0293,0.701,0.0113,0.754,94.601
1980's,I've Done Everything For You,Rick Springfield,0.594,0.898,-4.796,0.0452,0.0228,0,0.808,161.512
1980's,Baby Come To Me,Regina Belle,0.381,0.707,-8.869,0.162,0.104,0,0.605,167.817
1980's,Hay Momentos,Palabra en Acción,0.342,0.262,-11.993,0.0295,0.814,0,0.32,131.327
1980's,O Morro Nao Tem Vez,Stan Getz,0.463,0.38,-13.032,0.0303,0.775,0.0662,0.676,152.409
1980's,Sirigaita - Remasterizado,Lulu Santos,0.778,0.509,-10.388,0.0407,0.478,0.0025,0.858,83.318
1980's,Tu Presa Fácil,Los Yonic's,0.754,0.474,-11.132,0.0286,0.72,0,0.78,115.555
1980's,Mother Tongue (Remastered),Dead Can Dance,0.466,0.339,-14.665,0.0323,0.00613,0.843,0.0435,119.177
1980's,Wheels of Fire,Manowar,0.342,0.897,-11.221,0.103,1.08e-05,0.643,0.129,94.596
1980's,Hip House - Original,Fast Eddie,0.84,0.882,-7.067,0.0653,0.00141,0.748,0.726,123.594
1980's,Live Is Life,Opus,0.633,0.952,-4.274,0.0337,0.0532,1.73e-06,0.765,95.422
