Year,track,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
1990's,Punk Rock 101,Diesel Boy,0.327,0.906,-6.617,0.0719,3.28e-05,1.11e-05,0.342,102.413
1990's,Going Great,Keith Mansfield,0.595,0.729,-13.383,0.0387,0.00262,0.928,0.75,108.028
1990's,Teenage Chase,Keith Mansfield,0.735,0.575,-7.341,0.063,0.195,0.915,0.848,145.371
1990's,Say It,Voices Of Theory,0.381,0.415,-10.298,0.0691,0.675,0,0.257,61.908
1990's,Darn That Dream,Dexter Gordon,0.526,0.0921,-14.569,0.0386,0.918,0.329,0.292,115.388
1990's,The Christmas Song,Rosemary Clooney,0.359,0.225,-12.624,0.0336,0.9,0.000328,0.165,130.443
1990's,Segura esta Mulher,Silvio Caldas,0.821,0.424,-11.753,0.05,0.925,0,0.955,119.675
1990's,When Will I See You Smile Again?,Bell Biv DeVoe,0.727,0.436,-11.862,0.0281,0.0492,0.00338,0.381,124.021
1990's,King Darius Suite,VeggieTales,0.64,0.361,-10.099,0.253,0.794,0,0.613,139.457
1990's,Georgia On My Mind,Michael Bolton,0.321,0.435,-10.942,0.0341,0.256,1.06e-05,0.174,158.465
1990's,My Name Is,Eminem,0.869,0.68,-6.233,0.318,0.0416,1.12e-06,0.815,85.519
1990's,Thrash Under Pressure,Exodus,0.373,0.997,-5.442,0.213,0.000402,0.377,0.182,106.049
1990's,Foolish Heart,Sharon Bryant,0.642,0.419,-12.609,0.0316,0.481,0,0.755,95.6
1990's,That's The Way Love Goes,Young M.C.,0.849,0.694,-14.43,0.0642,0.0232,0.00252,0.932,118.309
1990's,Stock Yards Strut,Small Jazz Band,0.802,0.437,-12.955,0.0733,0.712,0.87,0.981,112.5
1990's,No Myth,Michael Penn,0.633,0.795,-7.617,0.0319,0.054,8.83e-05,0.833,103.504
1990's,Amor De Escuela,Luis Miguel,0.541,0.726,-5.582,0.0406,0.277,0,0.763,114.092
1990's,Kalinka,Limpopo,0.452,0.715,-8.245,0.0969,0.78,0,0.866,120.445
1990's,When It's Sleepytime Down South,Wynton Marsalis,0.532,0.132,-15.891,0.047,0.865,0.159,0.332,89.321
1990's,Creep With Me,South Park Mexican,0.847,0.529,-7.339,0.261,0.229,0,0.945,160.033
1990's,Hair Shoes (Demo),Pale Saints,0.12,0.368,-17.083,0.038,0.15,0.346,0.084,79.353
1990's,Can't Let Go,Mariah Carey,0.477,0.533,-11.049,0.0408,0.591,0.00685,0.18,162.368
1990's,Oirectine,Boards of Canada,0.826,0.47,-11.804,0.0646,0.225,0.951,0.174,106.099
1990's,"Tsar Saltan, Op. 57: Flight of the Bumblebee",Nikolai Rimsky-Korsakov,0.458,0.11,-22.234,0.0309,0.977,0.903,0.481,83.43
1990's,L.A. Song,Beth Hart,0.351,0.615,-7.621,0.0451,0.206,0,0.337,127.798
1990's,Rock-n-roll - это не работа,Alisa,0.496,0.869,-7.754,0.118,0.179,4e-06,0.559,115.275
1990's,Blues X Man,The Jon Spencer Blues Explosion,0.633,0.647,-3.691,0.122,0.281,0.285,0.63,94.824
1990's,Church Of Your Heart,Roxette,0.581,0.637,-6.039,0.0273,0.0146,1.15e-05,0.608,112.437
1990's,Can't Stop This Thing We Started,Bryan Adams,0.497,0.93,-3.902,0.0444,0.0112,0,0.47,113.086
1990's,Peach,Beborn Beton,0.632,0.852,-8.265,0.037,0.0235,0.122,0.559,125.009
1990's,Downtown Train,Rod Stewart,0.527,0.584,-7.965,0.0314,0.0878,0.000103,0.271,114.941
1990's,One Of Us,Joan Osborne,0.316,0.499,-7.899,0.0298,0.0108,1.81e-05,0.403,174.782
1990's,Love On My Mind,Xscape,0.892,0.488,-9.748,0.041,0.0316,0,0.786,101.89
1990's,My Baby Mama,QT,0.688,0.519,-8.629,0.0421,0.114,0,0.385,124.125
1990's,Something Wild,Iggy Pop,0.595,0.772,-10.869,0.0263,0.0463,4.81e-05,0.679,129.044
1990's,Everybodies Girl,Dwarves,0.381,0.968,-5.287,0.0992,0.00532,0,0.433,143.099
1990's,Screaming for Vengeance,Judas Priest,0.391,0.979,-5.537,0.0936,0.00922,3.43e-06,0.184,112.928
1990's,Who Is It,Michael Jackson,0.862,0.595,-4.655,0.121,0.0152,0.000343,0.502,103.168
1990's,Bad Girl,Madonna,0.645,0.484,-11.233,0.0396,0.0211,3.88e-06,0.52,146.897
1990's,Destiny,Myron,0.614,0.419,-10.433,0.308,0.0226,0,0.523,116.056
1990's,That's Not Her Style,Billy Joel,0.65,0.899,-4.694,0.0331,0.0412,0,0.814,118.245
1990's,Our Delight,Jan Lundgren Trio,0.464,0.443,-14.391,0.0361,0.743,0.0773,0.641,112.944
1990's,December,Collective Soul,0.684,0.645,-5.707,0.0272,0.589,0.00432,0.366,121.995
1990's,Little Bird,Annie Lennox,0.767,0.521,-9.145,0.0351,0.247,0.00124,0.672,124.995
1990's,When You Don't See Me (Remastered),Sisters of Mercy,0.666,0.803,-10.91,0.0299,0.00837,0.187,0.862,121.258
1990's,"She Was Tall, She Was High",The Pretty Things,0.444,0.479,-9.731,0.0341,0.0492,2.28e-05,0.303,140.192
1990's,"I Love Music (From ""Carlito's Way"")",Rozalla,0.714,0.686,-8.428,0.0294,0.0376,0.0043,0.842,125.982
1990's,Bad Reputation,Freedy Johnston,0.608,0.677,-9.951,0.0246,0.0058,0.000537,0.787,114.046
1990's,Few And Far Between,"10,000 Maniacs",0.614,0.928,-6.827,0.032,0.0081,0.00051,0.878,133.629
1990's,Gettin' Jiggy Wit It,Will Smith,0.881,0.874,-4.505,0.139,0.0175,1.19e-06,0.858,107.891
1990's,VLetrmx,Autechre,0.193,0.266,-15.888,0.0455,0.928,0.91,0.0366,115.909
1990's,Like The Worms,Kickback,0.446,0.896,-7.369,0.0572,2.46e-05,6.67e-06,0.263,88.403
1990's,1/2/2003,The Chimes,0.826,0.611,-12.571,0.0648,0.0336,0.0224,0.919,109.801
1990's,Waiting For That Day,George Michael,0.612,0.777,-10.903,0.0403,0.217,0.000454,0.557,172.412
1990's,Bang Bang,David Sanborn,0.716,0.915,-8.153,0.0343,0.589,0.000871,0.96,127.074
1990's,Guitar Solo (Trilogy Suite Opus 5 / Spasebo Blues),Yngwie Malmsteen,0.2,0.944,-11.924,0.173,0.0702,0.892,0.0747,119.548
1990's,Nicety,Michel'le,0.83,0.712,-7.447,0.0446,0.0105,0.24,0.814,103.141
1990's,Don't Ask Me to Explain,of Montreal,0.456,0.752,-6.714,0.0302,0.672,0,0.689,143.877
1990's,"Horn Concerto No. 1 in D Major, K. 412 (arr. C. Lindberg): II. Rondo: Allegro",Christian Lindberg,0.616,0.12,-21.464,0.0411,0.984,0.858,0.508,122.807
1990's,1st Of Tha Month,Bone Thugs-N-Harmony,0.729,0.581,-8.235,0.18,0.0777,3.81e-06,0.508,74.038
1990's,Are You That Somebody?,Aaliyah,0.848,0.663,-7.078,0.159,0.124,0.0293,0.833,137.953
1990's,Angels From the Realms of Glory,Discovery Singers,0.513,0.258,-13.636,0.0392,0.976,0,0.495,75.045
1990's,Trouble Man,Reuben Wilson,0.496,0.47,-10.193,0.0703,0.513,0.58,0.48,163.029
1990's,At The Atlantis,Bad Brains,0.339,0.927,-8.474,0.093,4.87e-06,0.813,0.711,135.266
1990's,All Lips N' Hips,Electric Boys,0.561,0.927,-9.808,0.0586,0.0886,0.0133,0.11,93.209
1990's,There Will Never Be Another You,Lester Young,0.567,0.0341,-17.895,0.0525,0.989,0.326,0.391,82.881
1990's,1969,Sisters of Mercy,0.463,0.762,-7.587,0.033,8.95e-06,0.896,0.849,98.556
1990's,Fastlove,George Michael,0.735,0.64,-7.522,0.072,0.052,0.00102,0.551,104.444
1990's,Modess Punk Rock,Tequila Baby,0.369,0.951,-9.43,0.0422,0.207,0.137,0.903,136.968
1990's,Morning Broadway,Keith Mansfield,0.758,0.528,-10.094,0.0426,0.32,0.346,0.686,94.373
1990's,Happy Days,Silk,0.697,0.544,-8.879,0.0602,0.00185,0,0.526,94.303
1990's,O Sol Nascerá (A Sorrir),Cartola,0.69,0.613,-11.531,0.0332,0.554,0,0.919,100.937
1990's,No More Tears,Ozzy Osbourne,0.346,0.749,-6.506,0.035,0.00167,8.86e-05,0.315,102.591
1990's,Bring The Pain,Method Man,0.835,0.456,-10.195,0.266,0.38,0.00359,0.224,101.889
1990's,Pra Você Gostar de Mim,Vital Farias,0.383,0.38,-11.156,0.0308,0.799,0.00164,0.539,139.827
1990's,Tryin' To Get Over You,Vince Gill,0.578,0.371,-10.537,0.0283,0.632,1.75e-05,0.188,60.504
1990's,The Chicken Cow,Wesley Willis,0.649,0.473,-13.868,0.0428,0.0163,0,0.72,170.112
1990's,Body and Soul,"Richard ""Groove"" Holmes",0.487,0.112,-20.653,0.0408,0.935,0.691,0.244,97.312
1990's,If Wishes Came True,Sweet Sensation,0.493,0.453,-10.878,0.0248,0.0944,0.00467,0.188,143.725
1990's,Butterfly's Day Out,Mark O'Connor,0.393,0.0967,-21.738,0.0387,0.966,0.613,0.354,111.92
1990's,Why Can't You Come Home,Ex-Girlfriend,0.777,0.47,-13.376,0.0412,0.00754,7.29e-05,0.712,103.452
1990's,Just Ideas - Instrumental,John McLaughlin,0.194,0.0486,-24.523,0.0394,0.846,0.82,0.0387,125.661
1990's,Influência Do Jazz,Tamba Trio,0.559,0.594,-8.882,0.031,0.669,0.798,0.89,110.644
1990's,Shoop,Salt-N-Pepa,0.939,0.675,-7.232,0.211,0.0915,0,0.795,96.918
1990's,Improvisation #2,NRG Ensemble,0.572,0.326,-13.293,0.256,0.806,0.231,0.297,69.443
1990's,All Sons Of Bitches,George Clinton & The P-Funk All Stars,0.817,0.815,-6.433,0.0377,0.0188,0.00235,0.852,110.054
1990's,Fall Children,AFI,0.213,0.988,-6.651,0.203,0.000187,1.19e-05,0.0572,159.071
1990's,E-Lectric - Live,S.P.O.C.K,0.826,0.993,-8.976,0.105,0.159,5.08e-05,0.739,119.922
1990's,Everyone Falls In Love,Tanto Metro & Devonte,0.754,0.702,-8.033,0.0429,0.0275,0,0.736,95.998
1990's,You Won't Forget Me,La Bouche,0.722,0.91,-4.135,0.032,0.0182,1.17e-06,0.687,133.045
1990's,Just Another Day,Jon Secada,0.717,0.642,-10.727,0.0287,0.0194,0.000249,0.732,105.894
1990's,Ram It Down,Judas Priest,0.309,0.983,-5.991,0.115,0.000809,0.00596,0.146,141.71
1990's,Suspicious (West Coast Experimental Pop Art Mix),Psychic TV,0.311,0.255,-17.118,0.0336,0.689,0.000645,0.182,96.419
1990's,There Is No Failure In God,Rev. Milton Brunson,0.505,0.939,-10.737,0.0708,0.0395,0.0322,0.662,136.248
1990's,Mariquita,Caifanes,0.642,0.65,-9.647,0.0394,0.801,1.16e-06,0.881,155.226
1990's,Ol' Man River,Bix Beiderbecke,0.638,0.163,-15.787,0.136,0.995,0.521,0.791,169.973
1990's,Metal Heart,Dimmu Borgir,0.186,0.95,-4.895,0.0779,0.00426,0.0521,0.217,132.141
1990's,Don't Cry for Me Argentina,Acker Bilk,0.321,0.246,-13.383,0.0316,0.968,0.837,0.25,85.161
1990's,Devil Town,Daniel Johnston,0.582,0.0774,-13.6,0.423,0.967,0,0.314,122.725
1990's,Suck A Caribou's Ass,Wesley Willis,0.525,0.801,-7.724,0.0314,0.000158,0.000354,0.663,160.536
1990's,Wild Wild West,Will Smith Featuring Dru Hill & Kool Mo Dee,0.861,0.597,-7.221,0.162,0.0983,0,0.694,107.016
1990's,You're The Inspiration,Peter Cetera Featuring Az Yet,0.645,0.6,-7.605,0.0252,0.0834,0,0.411,143.48
1990's,James Brown Is Dead,L.A. Style,0.599,0.976,-7.649,0.0859,0.0013,0.787,0.501,130.724
1990's,Revolution Rock,Los Fabulosos Cadillacs,0.549,0.915,-6.737,0.0669,0.0813,0.000316,0.87,172.12
1990's,Last Kiss,Pearl Jam,0.622,0.692,-6.97,0.0276,0.363,0.000158,0.774,112.053
1990's,Doctor Jazz,Jelly Roll Morton,0.752,0.481,-15.201,0.549,0.759,0,0.545,116.485
1990's,Angel,Jon Secada,0.485,0.477,-8.948,0.0262,0.295,3.35e-05,0.134,151.704
1990's,Sleeping With You,Firehouse,0.584,0.815,-8.151,0.0325,6.45e-05,0.0367,0.705,120.799
1990's,Step By Step,New Kids On The Block,0.787,0.63,-12.295,0.0609,0.0274,6.69e-06,0.882,125.347
1990's,The Time Has Come (Pikachu's Goodbye),Pokémon,0.346,0.332,-8.017,0.036,0.582,0,0.225,199.903
1990's,Rhythm Of My Heart,Rod Stewart,0.582,0.54,-11.021,0.0321,0.0621,0,0.433,94.955
1990's,Gett Off,Prince And The N.P.G.,0.655,0.628,-11.407,0.0946,0.00448,0.000732,0.603,99.841
1990's,Anti-Manifesto,Propagandhi,0.349,0.969,-4.621,0.114,0.000793,0.00344,0.629,114.994
1990's,Kickin' the Can,Parachute Express,0.676,0.238,-17.598,0.0318,0.531,0.000838,0.921,95.887
1990's,John Jacob Jingleheimer Schmidt,Music For Little People Choir,0.66,0.297,-14.859,0.118,0.56,3.42e-06,0.96,138.422
1990's,Color Me Once,Violent Femmes,0.689,0.512,-8.782,0.0354,0.636,0.00255,0.365,118.843
1990's,We've Got It Goin' On,Backstreet Boys,0.758,0.875,-4.518,0.0363,0.0851,0,0.91,112.966
1990's,MMMBop,Hanson,0.683,0.937,-6.335,0.0449,0.00481,0.0046,0.619,104.872
1990's,Arcana,Edgard Varèse,0.264,0.365,-16.909,0.0749,0.694,0.651,0.0547,140.266
1990's,Não Transo Mais (Parte 1),Made In Brazil,0.356,0.879,-7.415,0.0539,0.00441,2.9e-06,0.758,172.554
1990's,Working With Meat,Jack Off Jill,0.271,0.835,-6.764,0.0671,0.0111,0,0.529,190.646
1990's,Ska Mitzvah,King Django,0.587,0.671,-7.672,0.0402,0.000831,0.612,0.924,149.611
1990's,Arena Of Concealment,Caliban,0.28,0.957,-6.707,0.0908,6.06e-06,0.712,0.365,95.099
1990's,When You Talk About Love,Patti LaBelle,0.859,0.761,-5.504,0.0321,0.0156,0.254,0.922,97.99
1990's,Love Is All Around,Wet Wet Wet,0.523,0.689,-6.58,0.027,0.228,0,0.547,84.09
1990's,Nann,Trick Daddy Featuring Trina,0.837,0.819,-5.245,0.211,0.000507,0,0.643,149.918
1990's,Days of the Broken Arrows,The Idle Race,0.469,0.72,-8.02,0.0494,0.533,1.31e-06,0.655,128.685
1990's,Steam,Ty Herndon,0.676,0.738,-6.693,0.0262,0.0497,2.7e-06,0.697,101.944
1990's,Mi Cantar,Los Angeles Azules,0.468,0.602,-7.295,0.054,0.269,0,0.47,85.38
1990's,Under The Bridge,Red Hot Chili Peppers,0.559,0.345,-13.496,0.0459,0.0576,0.000105,0.458,84.581
1990's,Besa Me Mucho,Limpopo,0.517,0.462,-8.597,0.0331,0.866,0.315,0.616,122.838
1990's,Pomeroy Mountain,Angry Johnny and the Killbillies,0.669,0.564,-11.133,0.0284,0.433,2.08e-05,0.946,134.285
1990's,Lucky Love,Ace Of Base,0.769,0.662,-7.238,0.0319,0.129,0.00102,0.863,104.104
1990's,Poison,Alice Cooper,0.28,0.908,-5.509,0.109,0.0327,8.85e-06,0.26,118.698
1990's,Metal Meltdown,Judas Priest,0.359,0.968,-5.4,0.17,0.00137,0.288,0.123,150.058
1990's,Jazz Trash,Ellery Eskelin,0.5,0.342,-17.526,0.432,0.683,0.0496,0.382,79.11
1990's,Woof,Snoop Dogg Featuring Mystikal And Fiend,0.797,0.786,-7.135,0.385,0.066,0,0.85,166.239
1990's,You Used To Love Me,Faith Evans,0.702,0.458,-8.195,0.035,0.247,1.64e-06,0.678,89.271
1990's,I'd Rather Eat Glass,Excuse 17,0.26,0.974,-5.945,0.114,0.0168,9.5e-05,0.169,147.864
1990's,Top Of The World,Van Halen,0.546,0.785,-8.788,0.0297,0.0354,3.6e-06,0.804,127.957
1990's,Memories of Mother and Dad,Hazel Dickens,0.61,0.475,-10.87,0.0261,0.803,9.26e-06,0.858,101.752
1990's,Sexual (Li Da Di),Amber,0.623,0.898,-6.604,0.0309,0.000192,0.303,0.786,130.993
1990's,"When I Fall In Love (From ""Sleepless In Seattle"")",Celine Dion And Clive Griffin,0.19,0.241,-13.251,0.0322,0.577,0,0.107,68.353
1990's,Con Te Partirò,Andrea Bocelli,0.241,0.367,-7.95,0.0311,0.844,0.00279,0.302,135.267
1990's,Think Of You,Usher,0.71,0.431,-8.333,0.0388,0.0553,4.23e-05,0.553,93.105
1990's,White Jazz,Joe Loss And His Band,0.867,0.338,-13.159,0.0794,0.926,0.434,0.659,111.439
1990's,Khazad Dum,Summoning,0.551,0.883,-8.144,0.0555,0.145,0.694,0.114,110.031
1990's,Better Days,Strung Out,0.426,0.963,-5.355,0.0662,0.0028,0,0.546,111.399
1990's,Spin That Wheel,Hi Tek 3 Featuring Ya Kid K,0.803,0.924,-7.161,0.0701,0.0112,1.16e-05,0.956,128.284
1990's,Spend My Life,Slaughter,0.504,0.983,-3.071,0.0793,0.019,0,0.534,115.178
1990's,High,The Cure,0.618,0.717,-12.107,0.03,0.0164,0.000339,0.761,114.802
1990's,Runaway,The Corrs,0.423,0.598,-7.443,0.0268,0.641,1.24e-06,0.521,151.972
1990's,Mama Said Knock You Out,LL Cool J,0.791,0.759,-7.378,0.129,0.0314,0.674,0.619,102.382
1990's,Always In My Heart,Tevin Campbell,0.713,0.677,-6.761,0.0253,0.0282,5.99e-05,0.522,124.152
1990's,Afternoons & Coffeespoons,Crash Test Dummies,0.604,0.866,-6.742,0.0335,0.0151,0.00138,0.752,122.917
1990's,Foe Tha Love Of $,Bone Thugs-N-Harmony Featuring Eazy-E,0.772,0.695,-8.013,0.0735,0.00295,0,0.643,137.868
1990's,Heavy Metal Mama,Devin Townsend,0.355,0.644,-10.016,0.0978,0.0159,0.000545,0.465,96.375
1990's,Whoomp! (There It Is),Tag Team,0.8,0.639,-7.406,0.0439,0.00123,0,0.45,129.443
1990's,That Special Place (feat. New Generation Singers Reunion Choir),Daryl Coley,0.42,0.432,-11.082,0.0327,0.495,0,0.305,148.432
1990's,When I Give My Love,Keith Sweat,0.659,0.538,-8.381,0.0365,0.074,0,0.518,116.566
1990's,My Heart Belongs To You,Russ Irwin,0.491,0.34,-12.18,0.0293,0.645,1.46e-06,0.226,133.305
1990's,I Need To Know,Marc Anthony,0.813,0.949,-2.563,0.0336,0.486,9.75e-06,0.792,115.061
1990's,It's A Party,Busta Rhymes Featuring Zhane,0.665,0.657,-8.805,0.274,0.0823,0,0.786,178.033
1990's,Hold On (Tighter To Love),Clubland,0.796,0.688,-7.932,0.0558,0.00131,0.361,0.573,119.768
1990's,Sci-Fi Wasabi,Cibo Matto,0.678,0.849,-4.183,0.141,0.0174,0,0.424,98.401
1990's,Melodía De Amor,Los Rebeldes Del Rock,0.588,0.454,-12.926,0.0305,0.793,0,0.972,147.423
1990's,Loser,Beck,0.654,0.611,-10.45,0.119,0.0337,0.000178,0.786,85.387
1990's,John Barleycorn,Kenny Baker,0.607,0.474,-12.475,0.124,0.65,0,0.946,133.899
1990's,La chanson des défenseurs de Moscou,The Red Army Choir,0.573,0.783,-5.139,0.0481,0.953,0.00147,0.574,109.34
1990's,Only Time Will Tell,Nelson,0.455,0.417,-16.817,0.0303,0.316,1.44e-06,0.464,142.25
1990's,"Two Studies, Op. 39: Folk Tune",Eugene Goossens,0.367,0.0282,-26.375,0.0647,0.995,0.873,0.0713,202.513
1990's,O Grande Amor,Antônio Carlos Jobim,0.49,0.119,-18.107,0.0418,0.967,0.322,0.277,129.483
1990's,For You,Kenny Lattimore,0.633,0.42,-11.784,0.0352,0.737,0,0.482,137.693
1990's,หยุดเลย,J Jetrin,0.586,0.546,-8.547,0.0265,0.454,0,0.262,140.824
1990's,Plasma,Plas Johnson,0.607,0.205,-14.275,0.0378,0.141,0.909,0.569,116.09
1990's,Pearl - Edit,Chapterhouse,0.41,0.885,-7.042,0.0351,0.000104,0.807,0.618,100.047
1990's,Kind Folk,Kenny Wheeler,0.488,0.0872,-16.779,0.0388,0.959,0.921,0.306,117.348
1990's,Chatterbox,New York Dolls,0.378,0.762,-12.571,0.0844,0.426,0.238,0.372,139.802
1990's,"The Riddler (From ""Batman Forever"")",Method Man,0.798,0.668,-4.824,0.091,0.0571,0.00987,0.438,168.039
1990's,Jazzy Belle,OutKast,0.878,0.651,-8.074,0.252,0.0178,0,0.102,92.028
1990's,Todo Aquel Ayer,Caribbean Jazz Project,0.698,0.41,-11.606,0.0284,0.577,0.838,0.682,98.339
1990's,Said I Loved You...But I Lied,Michael Bolton,0.547,0.569,-8.644,0.0271,0.189,7.05e-06,0.432,159.713
1990's,Kingdom,Kickback,0.419,0.926,-6.625,0.0715,8.1e-06,0.00145,0.434,95.26
1990's,Crush,Dave Matthews Band,0.564,0.745,-6.933,0.0411,0.262,2.78e-05,0.672,94.044
1990's,I'll Think Of A Reason Later,Lee Ann Womack,0.594,0.833,-5.543,0.0358,0.0848,7.8e-05,0.663,142.035
1990's,Overture And A Prisoner Of The Crusades (From Chains To Freedom),Michael Kamen,0.187,0.264,-15.162,0.035,0.73,0.752,0.0977,145.012
1990's,Fly Away,Lenny Kravitz,0.586,0.872,-5.066,0.0483,0.018,0,0.729,159.925
1990's,The Freshmen,The Verve Pipe,0.571,0.505,-9.312,0.0238,0.0757,1.04e-05,0.276,99.562
1990's,Hey Lupe,Los Superclasicos,0.715,0.33,-15.25,0.0998,0.149,0,0.715,123.801
1990's,Uncle Tom's Cabin,Warrant,0.633,0.732,-6.785,0.0707,0.186,1.37e-05,0.273,126.567
1990's,Action,Terror Fabulous Featuring Nadine Sutherland,0.62,0.477,-12.277,0.169,0.187,0,0.757,123.876
1990's,Get On Up,Jodeci,0.717,0.561,-7.898,0.245,0.567,0,0.673,93.116
1990's,Fall Down,Toad The Wet Sprocket,0.472,0.856,-6.881,0.0326,0.146,0.000672,0.774,151.972
