year,track,artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,valence,tempo
1970's,Con una Flor en la Mano,Facundo Cabral,0.59,0.0913,-13.912,0.038,0.981,6e-05,0.239,93.091
1970's,Fire And Rain,James Taylor,0.611,0.35,-14.48,0.0356,0.499,7.84e-06,0.36,76.064
1970's,Tobacco Road / America,The Web,0.414,0.691,-9.413,0.0864,0.502,0.000868,0.563,145.535
1970's,Must Have Been Crazy,Chicago,0.592,0.872,-4.717,0.0324,0.153,0.0438,0.883,106.038
1970's,N¦o Chore Baby,Leno e Lilian,0.66,0.329,-13.781,0.0288,0.88,0,0.724,100.276
1970's,Stay Awhile,The Bells,0.601,0.237,-17.652,0.0335,0.794,0.0319,0.465,84.361
1970's,Que Se Matan Tres,Bobby Cruz,0.624,0.772,-9.135,0.0491,0.761,0.585,0.96,111.318
1970's,Message From The Nile,McCoy Tyner,0.314,0.516,-12.831,0.0452,0.652,0.000499,0.337,79.876
1970's,Timothy,The Buoys,0.543,0.787,-9.734,0.0331,0.196,4.17e-05,0.967,139.285
1970's,Remember,Antônio Carlos Jobim,0.584,0.404,-18.324,0.0871,0.549,0.825,0.886,92.186
1970's,I Can't Go On Loving You,Larry Sparks,0.603,0.585,-10.227,0.0299,0.709,0.00197,0.775,102.638
1970's,Say You'll Stay Until Tomorrow,Tom Jones,0.646,0.539,-9.576,0.0372,0.441,0,0.689,110.728
1970's,He sä mi so vel,Hannes Wader,0.48,0.246,-17.459,0.0322,0.703,5.15e-05,0.516,108.965
1970's,Keep On Running Away,Lazy Racer,0.858,0.444,-11.562,0.0363,0.468,1.93e-05,0.692,90.772
1970's,"Canción para Que Duerma, Sueñe y Despierte Mi Niña",Amerindios,0.596,0.195,-12.445,0.0514,0.867,0,0.319,113.846
1970's,It's Possible,Piero Piccioni,0.369,0.259,-12.012,0.0317,0.946,0.000446,0.177,115.013
1970's,Aus den sieben Tagen: Fais voile vers le soleil,Karlheinz Stockhausen,0.332,0.102,-16.728,0.0617,0.875,0.351,0.0652,64.911
1970's,Les dunes d'ostende (Original Motion Picture Soundtrack),François de Roubaix,0.305,0.364,-12.858,0.0273,0.69,0.252,0.159,163.372
1970's,Oh Girl,The Chi-lites,0.418,0.402,-12.942,0.0288,0.226,0,0.601,133.683
1970's,Nobody Wins,Brenda Lee,0.477,0.275,-15.451,0.0314,0.483,9.62e-06,0.367,79.031
1970's,Goodbye Again,John Denver,0.482,0.324,-10.424,0.0292,0.722,0,0.547,126.857
1970's,New Orleans,The Staple Singers,0.757,0.605,-11.869,0.0427,0.107,0.000476,0.655,121.366
1970's,Jazzman,Carole King,0.576,0.657,-10.484,0.0297,0.227,0.000909,0.812,118.354
1970's,"Black Superman - ""Muhammad Ali""",Johnny Wakelin & The Kinshasa Band,0.777,0.39,-15.895,0.0321,0.121,4.48e-05,0.861,104.981
1970's,O Trem Azul,Lô Borges,0.567,0.382,-14.031,0.0336,0.0247,1.51e-05,0.337,128.863
1970's,"Dies irae, dies illa (Sequence from the Mass for the Dead - Requiem)",Traditional,0.183,0.0599,-21.283,0.0392,0.948,0,0.0682,85.539
1970's,12XU,Wire,0.678,0.58,-12.551,0.0599,0.105,0.0339,0.736,104.062
1970's,Mr. Blue Sky,Electric Light Orchestra,0.388,0.338,-10.054,0.0328,0.652,3.72e-06,0.477,177.784
1970's,Born To Be Blue,Gene Ammons,0.401,0.0425,-20.909,0.041,0.908,0.725,0.154,100.08
1970's,I Just Can't Say No To You,Parker McGee,0.282,0.35,-13.695,0.0328,0.181,2.33e-05,0.393,173.06
1970's,Whenever I'm Away From You,John Travolta,0.396,0.466,-11.278,0.0308,0.196,0.000125,0.371,76.703
1970's,Don't Touch Me There,The Tubes,0.522,0.671,-10.745,0.0415,0.291,0.0221,0.411,133.621
1970's,Puppet Man,The 5th Dimension,0.53,0.687,-8.035,0.0274,0.297,2.13e-06,0.892,92.683
1970's,Whole Lotta Love,Led Zeppelin,0.412,0.902,-11.6,0.405,0.0484,0.131,0.422,89.74
1970's,Les nomades,Georges Delerue,0.133,0.153,-21.772,0.0348,0.201,0.902,0.0349,66.58
1970's,Year Of The Cat,Al Stewart,0.54,0.634,-9.165,0.0346,0.016,0.0098,0.546,116.461
1970's,Who Listens To The Radio,The Sports,0.586,0.714,-14.721,0.0838,0.0736,0,0.858,140.874
1970's,"Theme From ""Summer Of '42""",Peter Nero,0.314,0.04,-25.473,0.035,0.959,0.851,0.039,107.405
1970's,Sugaree,Jerry Garcia,0.663,0.494,-11.822,0.0485,0.0914,2.54e-05,0.672,86.573
1970's,Iidasenakute,Taeko Onuki,0.661,0.666,-6.794,0.0265,0.331,0.000169,0.739,116.646
1970's,Say You Love Me,D.J. Rogers,0.482,0.276,-13.53,0.0313,0.595,2.23e-05,0.432,72.125
1970's,Listen To What The Man Said,Wings,0.502,0.54,-10.624,0.0405,0.0328,4.17e-05,0.531,113.171
1970's,Up to You - Remastered,kalapana,0.669,0.524,-13.724,0.0745,0.715,9.09e-06,0.935,92.825
1970's,Heartbreaker,Pat Benatar,0.466,0.588,-10.666,0.0812,0.285,9.94e-06,0.882,156.131
1970's,My Way,Brook Benton,0.593,0.32,-18.447,0.0378,0.586,0.00334,0.595,108.284
1970's,Every Face Tells A Story,Olivia Newton-John,0.628,0.786,-12.976,0.0455,0.159,3.04e-05,0.71,125.106
1970's,Everlasting Love,Carl Carlton,0.546,0.828,-4.771,0.0394,0.719,0.03,0.401,121.418
1970's,Saravah!,Yukihiro Takahashi,0.644,0.603,-10.928,0.0317,0.404,0.0149,0.754,122.728
1970's,High School Dance,The Sylvers,0.892,0.974,-3.661,0.0875,0.0873,0.00823,0.941,136.229
1970's,Celui Qui Gagne C'est Bien Celui Qui Perd,Laurence Vanay,0.508,0.553,-9.626,0.03,0.573,0.00277,0.694,134.034
1970's,Woodstock,"Crosby, Stills, Nash & Young",0.458,0.539,-12.402,0.0571,0.121,0.00944,0.56,118.928
1970's,Together We Can Make Such Sweet Music,The Spinners,0.488,0.502,-11.378,0.0252,0.217,0,0.829,99.263
1970's,Clair,Gilbert O'Sullivan,0.75,0.518,-7.087,0.0282,0.581,0,0.612,105.635
1970's,Holding,John Hartford,0.703,0.0958,-21.82,0.141,0.946,0.013,0.749,119.406
1970's,Get Down,Gilbert O'Sullivan,0.77,0.888,-6.564,0.0342,0.511,8.39e-06,0.919,124.659
1970's,New Dawn Fades - 2007 Remaster,Joy Division,0.387,0.525,-9.634,0.035,0.00236,0.769,0.258,78.339
1970's,The Fight,R. Stevie Moore,0.303,0.615,-17.346,0.142,0.174,0.00519,0.247,124.707
1970's,Indiana Wants Me,R. Dean Taylor,0.531,0.834,-3.87,0.0405,0.0614,0.00192,0.705,88.682
1970's,It's A New Day (Part 1) & (Part 2),James Brown,0.86,0.857,-3.507,0.154,0.653,1.28e-05,0.967,115.464
1970's,Nova,Starcastle,0.417,0.781,-11.237,0.0431,0.00451,0.863,0.807,142.684
1970's,Ready For The Times To Get Better,Crystal Gayle,0.652,0.48,-7.834,0.0286,0.901,4.56e-05,0.586,83.248
1970's,Coroné Antonio Bento,Tim Maia,0.714,0.636,-8.589,0.217,0.0215,0,0.786,87.213
1970's,"Goodbye, Old Paint",Mike Seeger,0.705,0.14,-16.497,0.0344,0.786,0,0.57,79.399
1970's,Victim Of Love,Elton John,0.869,0.74,-10.926,0.0412,0.0142,3.97e-06,0.963,125.602
1970's,Sweet Surrender,Bread,0.599,0.42,-14.348,0.0272,0.234,0.000139,0.629,167.104
1970's,Married Men,Bette Midler,0.807,0.669,-13.603,0.0515,0.318,0.00333,0.944,127.298
1970's,The Streak,Ray Stevens,0.698,0.526,-14.338,0.298,0.637,0,0.763,119.827
1970's,One Last Time,Glen Campbell,0.422,0.519,-7.838,0.0236,0.341,0.00184,0.465,91.245
1970's,Hold Your Head Up,Argent,0.502,0.488,-12.265,0.0261,0.3,0.128,0.74,89.279
1970's,Empty Pages,Traffic,0.417,0.485,-15.079,0.0421,0.0768,0.0706,0.322,101.23
1970's,Birds Of A Feather,The Raiders,0.502,0.634,-11.133,0.0618,0.341,0,0.724,176.223
1970's,Austin Minor Sympathy,John Hartford,0.482,0.187,-18.035,0.0753,0.95,0.91,0.543,104.243
1970's,Ain't Gonna Bump No More (with No Big Fat Woman),Joe Tex,0.745,0.835,-10.961,0.0346,0.014,0.113,0.936,113.897
1970's,Naturally - Remastered,kalapana,0.418,0.313,-12.046,0.0287,0.737,4.61e-05,0.344,132.959
1970's,Ring The Living Bell,Melanie,0.491,0.443,-11.847,0.0528,0.543,0,0.63,134.145
1970's,See The Light,The Flame,0.495,0.554,-12.859,0.0379,0.129,0,0.733,88.764
1970's,"Lovin' You, Lovin' Me",Candi Staton,0.546,0.52,-8.756,0.0417,0.416,0,0.666,77.654
1970's,Moten Swing,Gene Ammons,0.575,0.466,-14.355,0.0784,0.415,0.0385,0.831,109.467
1970's,No Need for Me,Chris Spheeris,0.652,0.344,-11.488,0.0405,0.989,0.00184,0.708,129.38
1970's,If You Want Me To Stay,Sly & The Family Stone,0.843,0.48,-11.574,0.0492,0.28,0.000782,0.762,101.993
1970's,Coaster,De Wolfe Music,0.67,0.399,-12.999,0.0404,0.208,0.746,0.883,124.555
1970's,Toki no Hajimari,Taeko Onuki,0.413,0.543,-7.029,0.0286,0.587,0.000412,0.649,129.719
1970's,Luz de Luna,Chavela Vargas,0.518,0.021,-20.935,0.0696,0.984,0.0167,0.372,182.327
1970's,Aprendizaje,Sui Generis,0.407,0.151,-17.235,0.034,0.557,3.98e-05,0.138,117.497
1970's,"Riding In The Buggy, Miss Mary Jane",Mike Seeger,0.716,0.24,-18.289,0.0387,0.86,0.000281,0.802,110.972
1970's,Alisa Lovely - Remastered,kalapana,0.526,0.401,-14.219,0.0429,0.603,0.00506,0.421,142.432
1970's,Doing It To Death,Fred Wesley & The J.B.'s,0.92,0.669,-8.81,0.0729,0.317,0.000329,0.815,113.784
1970's,Feelin' Alright,Grand Funk Railroad,0.438,0.672,-6.956,0.035,0.16,0.000396,0.626,90.795
1970's,Ombra muta,Alphataurus,0.393,0.73,-8.485,0.11,0.00051,0.479,0.619,151.985
1970's,Small Beginnings,Flash,0.331,0.75,-6.836,0.0964,0.162,0.00707,0.493,140.754
1970's,Shining Star,"Earth, Wind & Fire",0.676,0.692,-13.093,0.052,0.668,0.00915,0.799,102.516
1970's,Rock On,Gregory Isaacs,0.872,0.341,-14.197,0.43,0.0322,0.00416,0.879,134.627
1970's,With Your Love,Jefferson Starship,0.536,0.527,-11.092,0.0327,0.622,0.000334,0.48,121.297
1970's,Balobaka Ye Mbongo Mingi,Verckys & L'Orchestre Vévé,0.595,0.638,-6.682,0.0432,0.3,0.0011,0.954,134.941
1970's,"Don't Call Us, We'll Call You",Sugarloaf/Jerry Corbetta,0.759,0.567,-9.245,0.0371,0.37,0.000298,0.76,97.648
1970's,Girl of My Dreams,James Clarke,0.254,0.327,-11.343,0.0286,0.522,0.0848,0.317,177.726
1970's,Changes,David Bowie,0.547,0.308,-11.75,0.0377,0.505,0,0.41,114.719
1970's,Message In A Bottle,The Police,0.577,0.808,-7.04,0.039,0.0338,1.33e-05,0.869,151.008
1970's,Part Of The Problem,R. Stevie Moore,0.54,0.703,-12.351,0.0958,0.333,0.824,0.338,140.908
1970's,Nosso Mal - Ao Vivo,MPB4,0.536,0.874,-7.346,0.108,0.179,2.27e-05,0.684,88.463
1970's,"Fly, Robin, Fly",Silver Convention,0.826,0.406,-14.153,0.0317,0.00719,0.731,0.939,100.278
1970's,I.O.U.,Jimmy Dean,0.405,0.422,-11.589,0.0661,0.762,0.103,0.585,82.743
1970's,Border Song,Elton John,0.434,0.297,-11.042,0.0287,0.763,2.73e-06,0.289,130.388
1970's,"Organ Grinder's Swing - Studio Session, Boulogne, 02/16/1973",Milt Buckner,0.634,0.702,-6.517,0.157,0.608,0.102,0.559,140.697
1970's,I've Got A Feeling (We'll Be Seeing Each Other Again),Al Wilson,0.716,0.586,-10.37,0.0277,0.332,0,0.949,104.346
1970's,So Long,Firefall,0.446,0.846,-7.777,0.0407,0.0096,0.00182,0.641,140.296
1970's,No Escape From The Blues,Muddy Waters,0.559,0.845,-7.814,0.216,0.465,9.7e-05,0.555,103.427
1970's,"Lust For Life - Live From Uptown Theatre, Kansas City, MO / 1977",Iggy Pop,0.321,0.952,-7.17,0.0918,0.102,0.672,0.164,113.537
1970's,Hot Stuff,Donna Summer,0.823,0.743,-13.98,0.0316,0.00559,0.0306,0.966,120.471
1970's,Cry Me A River,Joe Cocker,0.349,0.799,-7.155,0.0681,0.317,2.72e-06,0.708,134.144
1970's,Aceitunas,Silvio Rodríguez,0.524,0.163,-13.928,0.0482,0.851,0.000386,0.676,165.973
1970's,Baby Hold On,Eddie Money,0.642,0.641,-12.444,0.049,0.154,1.23e-06,0.85,120.316
1970's,Cry To Me,Loleatta Holloway,0.48,0.605,-7.097,0.0363,0.283,1.35e-05,0.472,102.561
1970's,Conclusion Of Flute Section / Piano Section / Soprano Saxophone Section - Live At The Montreux Jazz Festival / 1973,Sam Rivers,0.379,0.339,-17.764,0.0845,0.772,0.0154,0.436,78.333
1970's,Epidemia de Rock,Casa Das Máquinas,0.556,0.854,-7.159,0.0718,0.111,0.228,0.77,136.925
1970's,Gold Sun,Collin Walcott,0.441,0.136,-19.209,0.0434,0.71,0.826,0.399,90.542
1970's,Rock 'n' Roll Fantasy,Bad Company,0.606,0.716,-5.47,0.0285,0.0261,5.82e-06,0.868,112.299
1970's,Desterro,Reginaldo Rossi,0.632,0.56,-9.037,0.0314,0.322,4.9e-06,0.82,133.787
1970's,"The Grand Duel (Part X) (From ""Il Grande Duello / The Grand Duel"")",Luis Bacalov,0.168,0.189,-18.587,0.0415,0.754,0.022,0.0397,79.077
1970's,I Am The Other Man,Cecilio & Kapono,0.416,0.28,-15.64,0.0556,0.39,0,0.412,85.519
1970's,Rozmowa z dzwonem,Czeslaw Bartkowski,0.355,0.556,-19.859,0.0638,0.454,0.873,0.0402,132.186
1970's,Mister Can't You See,Buffy Sainte-Marie,0.646,0.548,-11.496,0.0282,0.108,5.83e-06,0.559,133.245
1970's,Stumblin' In,Suzi Quatro & Chris Norman,0.761,0.723,-10.549,0.0313,0.126,0.000292,0.923,129.269
1970's,Go Go Go,The Lurkers,0.379,0.995,-4.432,0.109,0.000453,0.893,0.149,116.256
1970's,Broken Hearted Me,Anne Murray,0.432,0.446,-8.493,0.0266,0.262,2.93e-06,0.0876,133.842
1970's,Wild In The Streets,British Lions,0.486,0.796,-8.14,0.0965,0.00614,0.00264,0.636,130.578
1970's,Christmas Dream,Perry Como,0.513,0.287,-13.971,0.0353,0.672,4.59e-06,0.833,184.346
1970's,Advertising Agency Of F**king,R. Stevie Moore,0.423,0.641,-16.277,0.351,0.635,0,0.317,98.822
1970's,Make It Easy On Yourself,Dionne Warwick,0.49,0.178,-19.236,0.0325,0.894,0.00173,0.429,80.843
1970's,"Baby, Baby - Live",The Vibrators,0.6,0.713,-11.164,0.0355,0.0289,0.00103,0.763,110.356
1970's,Mandy,Barry Manilow,0.308,0.464,-9.032,0.0279,0.418,2.49e-06,0.318,103.734
1970's,Fresh Air,Quicksilver Messenger Service,0.452,0.757,-5.41,0.0396,0.409,0.344,0.567,115.546
1970's,Been To Canaan,Carole King,0.536,0.479,-11.301,0.0312,0.906,0.641,0.524,127.647
1970's,Ariel,Dean Friedman,0.675,0.564,-9.422,0.044,0.329,9.07e-05,0.719,124.544
1970's,Funky Weekend,The Stylistics,0.753,0.695,-7.518,0.25,0.103,0.000657,0.846,102.887
1970's,Takin' Care Of Business,Bachman-Turner Overdrive,0.724,0.703,-14.007,0.0498,0.0488,2.69e-06,0.965,129.985
1970's,White Rain,Alex de Grassi,0.295,0.116,-25.827,0.0342,0.882,0.958,0.147,120.002
1970's,Eibischzuckerl,Wolfgang Ambros,0.874,0.84,-11.199,0.0512,0.668,0.00447,0.966,134.844
1970's,Funk # 49,James Gang,0.652,0.94,-7.927,0.0776,0.0398,0.782,0.72,91.242
1970's,Sweet Thing,Rufus Featuring Chaka Khan,0.71,0.387,-12.82,0.0484,0.725,0.00617,0.806,80.557
1970's,Boogie On Reggae Woman,Stevie Wonder,0.876,0.708,-11.405,0.052,0.205,0.074,0.643,106.916
1970's,Please Mr. Postman,Carpenters,0.664,0.547,-11.594,0.0281,0.139,1.79e-06,0.964,132.943
1970's,The Pretender,Jackson Browne,0.62,0.529,-7.976,0.0306,0.158,0,0.63,103.18
1970's,Day By Day,Godspell,0.418,0.275,-13.366,0.029,0.197,0,0.342,135.419
1970's,Am I Black Enough For You,Billy Paul,0.464,0.912,-8.532,0.0656,0.281,0.000985,0.872,191.413
1970's,Mr. P.C. - Live,John Coltrane,0.427,0.402,-14.816,0.0777,0.377,0.0113,0.503,116.648
1970's,Dusic,Brick,0.803,0.911,-6.045,0.036,0.0512,0.736,0.951,110.406
1970's,Dona nobis pacem,Traditional,0.44,0.0643,-23.21,0.0313,0.975,0.895,0.177,85.008
1970's,Fugue du prince,Michel Legrand,0.551,0.387,-10.845,0.0304,0.957,0.946,0.963,81.061
1970's,Somebody Loves You,The Whispers,0.26,0.668,-6.183,0.0453,0.067,1.76e-05,0.348,150.742
1970's,Love Me Right,Denise LaSalle,0.628,0.366,-12.625,0.0487,0.539,0,0.618,99.069
1970's,Le Réveil Du Soleil / The Dawn,Eloy,0.194,0.583,-10.044,0.0372,0.0147,0.812,0.129,178.997
1970's,Keep Our Love Alive,Paul Davis,0.781,0.607,-8.162,0.039,0.174,0,0.871,114.316
1970's,Sacrifice - Live,Flipper,0.41,0.962,-6.382,0.137,0.107,0.117,0.0987,106.929
1970's,Life Is A Song Worth Singing,Johnny Mathis,0.662,0.473,-11.628,0.0532,0.251,0.00535,0.366,115.575
1970's,Before My Heart Finds Out,Gene Cotton,0.613,0.538,-6.333,0.0304,0.471,1.35e-06,0.484,122.652
1970's,The Sweetest Gift A Mother's Smile,Hazel Dickens,0.398,0.0783,-17.463,0.0301,0.717,0,0.398,79.084
1970's,Her Eyes Are a Blue Million Miles,Captain Beefheart & His Magic Band,0.786,0.357,-15.838,0.0472,0.416,0.00119,0.712,88.969
1970's,Tempo Contado,Amado Batista,0.8,0.84,-12.18,0.0622,0.223,0,0.867,137.163
1970's,The Funky Gibbon,The Goodies,0.745,0.905,-4.727,0.114,0.0842,0.00019,0.865,104.992
1970's,Let It Be,The Beatles,0.443,0.403,-8.339,0.0322,0.631,0,0.41,143.462
1970's,Rosetti Noise/Chrystal Garden And A Coda,Harold Budd,0.0892,0.0162,-31.304,0.0449,0.962,0.962,0.0266,56.015
1970's,River,Joe Simon,0.474,0.791,-9.037,0.114,0.111,5.17e-05,0.689,100.086
1970's,Flight '76,The Walter Murphy Band,0.649,0.649,-8.565,0.042,0.826,0.935,0.861,122.967
1970's,It ain't necessarily so,Franco D'Andrea,0.388,0.134,-22.723,0.0419,0.976,0.902,0.0398,117.824
1970's,Firecracker,YELLOW MAGIC ORCHESTRA,0.715,0.905,-6.124,0.0358,0.125,0.67,0.969,119.944
1970's,Mujer Boricua,El Gran Combo De Puerto Rico,0.614,0.671,-4.51,0.0485,0.678,0.000107,0.897,115.165
1970's,Track Record,De Wolfe Music,0.673,0.675,-16.853,0.0424,0.536,0.884,0.962,172.694
1970's,My Mistake,Pholhas,0.348,0.533,-12.024,0.0358,0.169,0.00018,0.603,144.917
1970's,Check It Out,Bobby Womack,0.74,0.894,-6.89,0.0784,0.117,0,0.822,110.911
1970's,Suction Prints,Captain Beefheart & His Magic Band,0.456,0.719,-9.891,0.104,0.267,0.341,0.681,108.205
1970's,O Tannenbaum - Voice,Traditional,0.343,0.263,-13.811,0.0305,0.84,2.5e-05,0.367,97.839
1970's,Be My Lady,The Meters,0.548,0.558,-10.663,0.0627,0.193,6.77e-06,0.881,86.477
1970's,Strawberry Letter 23,The Brothers Johnson,0.73,0.622,-11.7,0.0532,0.269,0.00874,0.752,90.973
1970's,Re: Person I Knew (alternate),Bill Evans,0.329,0.335,-16.513,0.0325,0.896,0.798,0.29,88.301
1970's,Hey You! Get Off My Mountain,The Dramatics,0.49,0.548,-10.018,0.0368,0.108,2.65e-05,0.711,157.385
1970's,Love Don't Live Here Anymore,Rose Royce,0.529,0.262,-19.546,0.0697,0.834,0.00078,0.649,83.046
1970's,Davey's House,Pino Donaggio,0.227,0.13,-16.561,0.0487,0.447,0.595,0.0333,118.12
1970's,The Bertha Butt Boogie-Part 1,The Jimmy Castor Bunch,0.821,0.526,-17.776,0.0588,0.0995,0.0254,0.928,95.978
1970's,Try (Try To Fall In Love),Cooker,0.444,0.235,-10.646,0.0349,0.837,0,0.375,86.135
1970's,O Canto de Oxum,Toquinho,0.45,0.467,-12.073,0.0406,0.611,0,0.486,116.495
1970's,You Are The Woman,Firefall,0.753,0.469,-11.64,0.0339,0.535,0,0.838,120.918
1970's,Como Esperando Abril,Silvio Rodríguez,0.594,0.55,-11.23,0.0387,0.429,1.25e-05,0.751,139.571
1970's,Black Betty,Ram Jam,0.465,0.865,-9.573,0.098,0.018,0.00135,0.677,117.528
1970's,My Sharona,The Knack,0.586,0.7,-9.558,0.0363,0.0589,0.00125,0.897,147.245
1970's,Delilah Jones (O Homem Do Braço De Ouro),Os Incríveis,0.749,0.658,-10.478,0.0494,0.191,5.39e-05,0.848,90.496
1970's,Wedding March/Slow Waltz (Take 9),Charles Mingus,0.271,0.0282,-29.113,0.0422,0.991,0.907,0.182,81.019
1970's,Aunque no Esté de Moda,Silvio Rodríguez,0.63,0.151,-13.185,0.185,0.866,3.84e-06,0.214,90.553
1970's,Why She's A Girl From The Chainstore - 2001 Remastered Version,Buzzcocks,0.303,0.977,-7.518,0.0706,9.52e-05,0.00424,0.51,173.361
1970's,Spirit In The Sky,Norman Greenbaum,0.609,0.617,-7.091,0.0307,0.0994,0.00404,0.543,128.903
1970's,I'll Have To Say I Love You In A Song,Jim Croce,0.508,0.513,-13.947,0.0287,0.776,0.0303,0.702,133.791
1970's,Here I Go (Fallin' In Love Again),Frannie Golde,0.724,0.605,-10.276,0.0449,0.323,0.000259,0.887,115.513
1970's,Loose Booty,Sly & The Family Stone,0.797,0.642,-11.062,0.0598,0.338,1.09e-05,0.91,103.923
1970's,Space Oddity,David Bowie,0.299,0.443,-12.621,0.0346,0.0748,0.000138,0.434,139.539
1970's,An American Trilogy,Elvis Presley,0.103,0.258,-9.897,0.0339,0.745,0.118,0.109,74.791
1970's,Chain Gang Blues,Big Joe Williams,0.462,0.335,-13.637,0.0682,0.818,0.000642,0.578,74.689
1970's,The Sound Of Someone You Love Who's Going Away And It Doesn't Matter - 2008 Digital Remaster,Penguin Cafe Orchestra,0.233,0.108,-17.056,0.0341,0.929,0.767,0.148,75.032
1970's,Canção De Nanã,MPB4,0.35,0.457,-13.514,0.0401,0.713,0.0065,0.314,145.936
1970's,Alcazar Parade,Claude Bolling,0.575,0.517,-10.602,0.0744,0.703,0.874,0.938,165.974
1970's,Amigo É Pra Essas Coisas,MPB4,0.474,0.334,-17.243,0.0528,0.588,0.000236,0.58,81.158
1970's,Piano Man,Billy Joel,0.331,0.55,-6.483,0.0272,0.605,3.96e-06,0.429,177.734
1970's,Concerto For Violin And Orchestra: 2. = Ca. 108,Philip Glass,0.0925,0.0448,-30.526,0.047,0.871,0.476,0.0508,86.381
1970's,Fly Like An Eagle,Steve Miller,0.651,0.572,-12.684,0.0993,0.0957,0.00266,0.622,99.854
1970's,Crazy Love,The Allman Brothers Band,0.506,0.877,-9.342,0.0436,0.3,0.00033,0.765,156.689
1970's,Solid State Survivor,YELLOW MAGIC ORCHESTRA,0.675,0.812,-6.953,0.0396,0.013,0.00147,0.887,150.055
1970's,Lets Get It Together,El Coco,0.742,0.625,-9.038,0.0559,0.367,0.000567,0.923,116.02
1970's,I Can't Stand To See You Cry,Smokey Robinson & The Miracles,0.516,0.645,-7.574,0.0338,0.619,0,0.713,135.191
1970's,If You Really Love Me,Stevie Wonder,0.565,0.404,-10.969,0.0448,0.302,0,0.675,123.804
1970's,Redwood Tree,Van Morrison,0.6,0.585,-9.38,0.0282,0.399,3.73e-06,0.862,120.495
1970's,Too Late,Tavares,0.771,0.772,-9.315,0.0298,0.302,1.52e-05,0.922,115.479
1970's,Dopo l'uragano,Alphataurus,0.287,0.487,-9.805,0.0502,0.179,0.334,0.261,168.259
1970's,What Can I Do With This Broken Heart,England Dan & John Ford Coley,0.698,0.382,-14.782,0.0308,0.114,0,0.87,105.116
1970's,A Desalambrar,Daniel Viglietti,0.39,0.333,-12.514,0.0346,0.953,0.152,0.458,88.917
1970's,Emily's (Salle De Dance),Frankie Valli & The Four Seasons,0.563,0.64,-9.007,0.0701,0.0253,0.0297,0.875,159.867
1970's,I Can't Wait Any Longer,Bill Anderson,0.633,0.684,-11.044,0.0334,0.0317,0.082,0.793,110.701
1970's,One Night of Love,Karen Dalton,0.558,0.493,-10.064,0.0383,0.546,0.0153,0.55,117.221
1970's,Nêga,Gilberto Gil,0.511,0.724,-6.263,0.0367,0.691,0.000143,0.961,144.569
1970's,Driver's Seat,Sniff 'n' the Tears,0.741,0.797,-7.948,0.0371,0.00286,0.0206,0.979,133.011
1970's,Vê Se Dá um Jeito Nisso,Trio Ternura,0.704,0.676,-6.602,0.0807,0.657,1.2e-06,0.852,129.846
1970's,Love Will Keep Us Together,Captain & Tennille,0.621,0.788,-4.326,0.0314,0.354,0,0.926,129.62
1970's,Kyrie Eleison,Bobby Cruz,0.368,0.745,-10.609,0.0383,0.672,0.919,0.55,104.815
1970's,North Star,Robert Fripp,0.387,0.326,-9.863,0.0318,0.713,0,0.257,100.13
1970's,Rainy Days And Mondays,Carpenters,0.351,0.235,-11.513,0.0323,0.852,0,0.218,74.72
1970's,Someday,Dave Loggins,0.579,0.54,-6.962,0.0273,0.301,0,0.713,126.078
1970's,Never Been To Spain,Three Dog Night,0.517,0.502,-15.014,0.0275,0.58,0.00157,0.727,88.762
1970's,Hanging Out The Linen Clothes,Mike Seeger,0.751,0.0256,-29.201,0.0943,0.757,0,0.506,79.87
1970's,His Name Was King - Main Theme,Luis Bacalov,0.485,0.427,-17.061,0.0249,0.175,0.887,0.91,90.049
1970's,Sweet Baby,Donnie Elbert,0.698,0.623,-10.511,0.157,0.0495,0.628,0.767,150.976
1970's,Let Me Try Again (Laisse Moi Le Temps),Frank Sinatra,0.197,0.353,-15.316,0.0305,0.665,0,0.478,85.506
1970's,I'll Play The Fool,Dr. Buzzard's Original Savannah Band,0.592,0.563,-15.245,0.0523,0.0108,0,0.86,106.029
1970's,Des Sandler's Flucht (Drifter's Escape) - Remastered,Wolfgang Ambros,0.551,0.904,-7.764,0.0655,0.00721,1.25e-05,0.848,140.992
1970's,It's So Nice,Jackie DeShannon,0.433,0.564,-6.273,0.0788,0.639,0,0.621,203.825
1970's,Angela,Peter Maffay,0.351,0.758,-11.87,0.036,0.05,0.000207,0.672,174.141
1970's,Spill The Wine,Eric Burdon And War,0.845,0.447,-11.897,0.049,0.47,0,0.953,119.453
1970's,Hello It's Me,Todd Rundgren,0.578,0.848,-6.842,0.0261,0.0563,0.00426,0.779,87.246
1970's,Deja Vu,Dionne Warwick,0.593,0.564,-12.585,0.0435,0.308,0.000128,0.587,145.623
1970's,I Don't Mind - 1996 Remastered Version,Buzzcocks,0.301,0.813,-7.347,0.0618,0.00083,0.0148,0.887,83.371
1970's,Going Up Home To Live In Green Pastures,Ralph Stanley,0.483,0.422,-7.227,0.0268,0.347,0,0.755,96.643
1970's,You've Been My Inspiration,The Main Ingredient,0.331,0.518,-8.205,0.033,0.959,0.196,0.565,137.463
